iteration,Ux_initial,Ux_linear_final,Uy_initial,Uy_linear_final,Uz_initial,Uz_linear_final,p_initial,p_linear_final,epsilon_initial,epsilon_linear_final,k_initial,k_linear_final,continuity_local,continuity_global,continuity_cumulative
1.0,1.0,0.02981813611,1.0,0.04178836935,1.0,0.02855410021,1.0,0.03759945575,0.3899398007,0.01532145338,1.0,0.03743808038,1.227248025,0.01881454167,0.01881454167
2.0,0.3009159774,0.007273739652,0.4670424479,0.007684005095,0.2157702924,0.007664193623,0.7667501132,0.02224193779,0.5438883234,0.004849468721,0.5092126073,0.005269233132,0.639196862,0.09682751604,0.1156420577
3.0,0.2016493805,0.003081712181,0.4186065873,0.007306087883,0.2001007268,0.00467568248,0.5844482075,0.02078100354,0.1105902568,0.0009584537758,0.1395646656,0.001589469676,0.4345099364,0.0145086923,0.13015075
4.0,0.1685134881,0.002427968842,0.2187439868,0.006531367145,0.1385711943,0.002734812947,0.4138567739,0.01931209132,0.08177920618,0.000535873795,0.0987568131,0.004825887655,0.5122356674,0.05699294033,0.1871436903
5.0,0.2437469539,0.004128964714,0.1656578383,0.003080174841,0.1277526784,0.002894206866,0.2889606759,0.01032028019,0.08291167142,0.000540940928,0.08560876714,0.0003994715696,0.3030796309,-0.02561748774,0.1615262026
6.0,0.2329768103,0.00414129053,0.1278825321,0.003127787626,0.09300247628,0.002265513576,0.2911759881,0.006513783427,0.05863511767,0.0003927233366,0.07048797212,0.0003671752539,0.1956248866,-0.02436243237,0.1371637702
7.0,0.1578716409,0.002588173392,0.1376277975,0.003404291908,0.06619292776,0.00171058352,0.2552732727,0.006075463146,0.05283038013,0.0002446127265,0.0753135884,0.0003783581476,0.1713792608,-0.01529793221,0.121865838
8.0,0.07012553021,0.00299257692,0.1345231239,0.003008393234,0.04315014679,0.00120637422,0.2461592673,0.007327861194,0.03457717123,0.0001828917867,0.06709136003,0.0003455184781,0.2067418391,-0.02705744612,0.09480839191
9.0,0.07080421358,0.003085256157,0.1103986068,0.003377280908,0.03005609985,0.0009607330603,0.187679275,0.003743307365,0.05076825598,0.002267384809,0.07027298187,0.0003736823011,0.124483404,-0.0150456644,0.07976272751
10.0,0.09564195091,0.001411064453,0.09462576553,0.003169073194,0.02870489298,0.0009116174828,0.1608360046,0.005890952637,0.04205291631,0.0001404969436,0.07381306365,0.0003945106481,0.2332490885,-0.01780779341,0.0619549341
11.0,0.08560705808,0.001329448875,0.08168384653,0.002792718417,0.02699961945,0.0008767525986,0.1695200493,0.00562374044,0.05678779346,0.002636755149,0.07617392499,0.0003945242721,0.175092293,-0.02249332146,0.03946161264
12.0,0.06199694149,0.0009411602342,0.06136552833,0.002179856087,0.02388273891,0.0008078592365,0.1753069211,0.004410116657,0.06765136973,0.003084539341,0.07689394471,0.0003941546658,0.12654983,0.01114405512,0.05060566776
13.0,0.03735530245,0.0005204729344,0.05322124069,0.001882551295,0.02004298886,0.0007115482293,0.1712321192,0.004035798628,0.07267225942,0.003216332205,0.07488201909,0.0003879115545,0.1100323554,0.01029727029,0.06090293805
14.0,0.02151776924,0.0008898412489,0.05495294215,0.002237351765,0.0173743176,0.0006533634178,0.1628997747,0.006325374493,0.07279511641,0.003183902375,0.07140783465,0.0003713317925,0.1905911396,-0.003539596051,0.057363342
15.0,0.02777702405,0.0003617573103,0.05318347102,0.002309314468,0.01614809138,0.0006179103064,0.1597549234,0.003997818088,0.07072301941,0.003037439714,0.06714653622,0.0003485325229,0.1095704218,0.004982675012,0.06234601701
16.0,0.03136498113,0.0004435402804,0.0469591819,0.002011084248,0.01543882027,0.0005874217503,0.1490608289,0.004295768289,0.06717282462,0.00284992556,0.06249741858,0.0003231872626,0.1115455507,0.006170967441,0.06851698445
17.0,0.02878546612,0.0004119192031,0.0392401556,0.001593002178,0.014420804,0.0005575869561,0.1409460722,0.00613859517,0.0629407993,0.002643462216,0.05786530991,0.0002958964837,0.153979456,0.02012310609,0.08864009054
18.0,0.02494644103,0.0003478130344,0.03256014741,0.0012150985,0.01326225511,0.0005307663915,0.1260142116,0.002951399986,0.05806728213,0.002446513902,0.05342766645,0.0002709891151,0.08023559096,-0.007672844597,0.08096724595
19.0,0.02017353528,0.0009939591139,0.03317778662,0.001339485446,0.01253520505,0.0005305647985,0.1267609153,0.003312993013,0.05343209806,0.002223245982,0.04940892403,0.0002460465561,0.07803100437,-0.01291130554,0.06805594041
20.0,0.01727530426,0.0007852655794,0.03614135214,0.001617560069,0.01214223975,0.0005290787232,0.1119504428,0.002343442753,0.04885417532,0.002048049238,0.04569876931,0.0002235730632,0.05883899044,-0.009449404544,0.05860653586
21.0,0.01789933817,0.0002311747548,0.03640814875,0.001674603176,0.01196850875,0.0005356512961,0.1022910103,0.003662928506,0.04470101768,0.001884299961,0.0423494517,0.0002036967147,0.09731364312,-0.004524523724,0.05408201214
22.0,0.01764996574,0.0002397768446,0.03342003061,0.001539593916,0.0116507071,0.0005321647675,0.09051870418,0.002208223463,0.04089222685,0.001716547075,0.03945439276,0.0001870896898,0.06379771767,-0.01020976657,0.04387224557
23.0,0.01570048071,0.0002096043512,0.02986330483,0.001339715172,0.01124751646,0.0005229304967,0.1008663373,0.002778190331,0.03747677811,0.00157672399,0.03692135019,0.0001717068125,0.06553086721,-0.008848540453,0.03502370512
24.0,0.01329653878,0.0001643623921,0.02663402342,0.001160952781,0.01083300318,0.0005114176836,0.09976028274,0.002770525234,0.03445821634,0.001465505854,0.03468697721,0.0001584185683,0.06154803063,-0.005668110074,0.02935559504
25.0,0.01233471508,0.0006144187202,0.02483348343,0.001077068785,0.01049903284,0.000504339005,0.08838518946,0.002413259136,0.03196662019,0.001384308289,0.0327170888,0.0001474516171,0.05723971178,-0.003702727757,0.02565286729
26.0,0.01392573054,0.00018962157,0.02392519313,0.001061395876,0.01029387847,0.0005014485494,0.08988934007,0.002305251872,0.02989530101,0.001296127279,0.03096517559,0.0001380384313,0.04911672967,0.001808357465,0.02746122475
27.0,0.01514026478,0.0002181451092,0.02294879963,0.001032577159,0.01013270262,0.0004998355285,0.08302627655,0.002223296569,0.02814743464,0.001224756935,0.02938129693,0.0001294485636,0.048497711,0.004434448521,0.03189567327
28.0,0.01556614156,0.0002305119245,0.02165429937,0.0009724157956,0.009990615565,0.0004988286927,0.08433894463,0.00248023812,0.02668485973,0.001163407967,0.02783505109,0.000121432258,0.05027640292,0.003403996291,0.03529966956
29.0,0.01532160171,0.0002285261429,0.02101952761,0.0009573229769,0.00987665252,0.0001208484076,0.07823372528,0.002413479453,0.02529067353,0.001109045261,0.026400281,0.0001145110206,0.05050023564,0.004373706831,0.0396733764
30.0,0.01465074462,0.0002180021326,0.02108013291,0.000998948961,0.009783023298,0.0001227113061,0.07768152625,0.002437391306,0.02405397072,0.001056198307,0.02514482792,0.0001084932059,0.04871971386,0.003764215175,0.04343759157
