iteration,Ux_initial,Ux_linear_final,Uy_initial,Uy_linear_final,Uz_initial,Uz_linear_final,p_initial,p_linear_final,epsilon_initial,epsilon_linear_final,k_initial,k_linear_final,continuity_local,continuity_global,continuity_cumulative
1.0,1.0,0.03101221129,1.0,0.02980747243,1.0,0.02747467202,1.0,0.02456406923,0.3780300104,0.01132719049,1.0,0.03290931198,0.2276350446,-0.03034361245,-0.03034361245
2.0,0.2896686402,0.0130600363,0.3379553662,0.01512223263,0.3261843178,0.005632642543,0.1314508458,0.005636291019,0.5964578826,0.01317675457,0.6614315506,0.02024948925,0.2707380076,0.03910881644,0.008765203987
3.0,0.3291917564,0.0159340387,0.4613778467,0.01697823184,0.2459910959,0.007047006947,0.1314331612,0.006118508021,0.05973658213,0.002036964408,0.3753749888,0.01058408079,0.1359128217,0.02113285825,0.02989806223
4.0,0.1742837405,0.005358452358,0.3494172847,0.01578127645,0.09769708892,0.001786498209,0.1655149507,0.006441713136,0.07101453312,0.001934577895,0.2268053889,0.009106498434,0.16867608,-0.0007626827457,0.02913537949
5.0,0.09815675531,0.001960526638,0.2149097658,0.007560729724,0.05836091391,0.001183743652,0.1428537729,0.005265855673,0.06324504776,0.001580460848,0.1501282207,0.006980839227,0.1449958341,-0.01299295135,0.01614242814
6.0,0.06601732287,0.001637604331,0.1603434585,0.005836848684,0.04584123438,0.001175244127,0.1103846917,0.003871094899,0.05938507501,0.001543098722,0.1131250933,0.005190348026,0.1089226308,-0.007811666778,0.008330761361
7.0,0.05063203516,0.001366279361,0.1300318796,0.005371314913,0.03889216515,0.001176185164,0.09134954735,0.003319559695,0.05583841955,0.001408749321,0.08960781527,0.003877647444,0.09398942728,0.007065196839,0.0153959582
8.0,0.04036176892,0.001118395283,0.1122967896,0.005499746776,0.03450077402,0.001099470119,0.07755396957,0.002806169611,0.05475094345,0.001283404146,0.07374586037,0.00295647154,0.07976078713,-0.008200400179,0.007195558022
9.0,0.03296998692,0.0008920488738,0.09728560822,0.001938745476,0.03034781889,0.001020923142,0.06922111261,0.003084981846,0.05350224541,0.001094977099,0.06191171005,0.002271386648,0.08317106797,-0.0005968295336,0.006598728488
10.0,0.02838250423,0.0008377946412,0.08236077829,0.001832715945,0.02671843557,0.0009944456191,0.05910342246,0.002462095224,0.05069518649,0.0009328866866,0.05334322039,0.001777115015,0.06452035048,0.0008175915729,0.007416320061
11.0,0.02454432632,0.000734255137,0.07193652882,0.001793515169,0.02426257523,0.0009709499767,0.05172134958,0.002106659819,0.04766029013,0.0007906183094,0.0464715258,0.001406194177,0.05302370573,0.001574238788,0.00899055885
12.0,0.02205603304,0.0006916380116,0.06392217649,0.001775799774,0.02234609317,0.000940636724,0.04561298577,0.001862576438,0.04427625151,0.002175652868,0.0415532309,0.001142920815,0.04513924176,0.001531555451,0.0105221143
13.0,0.01987438982,0.0006483361289,0.05700208837,0.001730474028,0.02069843203,0.0008916222752,0.04144157303,0.001906117168,0.04168604377,0.001939507246,0.03787042856,0.0009679958965,0.0446971554,-0.002075149999,0.008446964302
14.0,0.01796832228,0.0006011622419,0.0515785631,0.001669942207,0.01905852225,0.0008189292627,0.03819445139,0.001697105071,0.0385531876,0.00177012923,0.03497139819,0.0008411379088,0.03846451337,0.002281968298,0.0107289326
15.0,0.01664425313,0.000564099915,0.04700553037,0.001584412578,0.01757621628,0.000736948081,0.03557529213,0.0009274738256,0.03627948165,0.001576990375,0.0326804707,0.0007355887791,0.02030977693,0.003829330202,0.0145582628
16.0,0.01575549237,0.0005487937506,0.04288672681,0.001468539355,0.01652934604,0.0006775019503,0.03302554684,0.0006752318894,0.03305609185,0.001426815138,0.03045600378,0.0006576733726,0.01438805091,0.001052918737,0.01561118154
17.0,0.01535254653,0.0005645036604,0.03956937311,0.001415811032,0.01549624999,0.0006432182298,0.03003490377,0.0007645497562,0.03069913794,0.001267554508,0.02876340306,0.0005929217503,0.01624266553,0.0009331670855,0.01654434862
18.0,0.01476885689,0.0005643642995,0.03666779573,0.001367651231,0.0146175194,0.0006164588326,0.02741216843,0.0007286248844,0.02792351001,0.001141005476,0.02713169174,0.000546769946,0.01539924169,0.0007875123659,0.01733186099
19.0,0.0144846678,0.0005724616762,0.03473580752,0.001342304589,0.013842647,0.0005948585572,0.02517753341,0.00064673638,0.02606009645,0.001014315611,0.02589102162,0.0005118627825,0.01367928298,0.000602924646,0.01793478564
20.0,0.01436112049,0.000586657416,0.03285440748,0.001317069786,0.01315400734,0.0005789558992,0.02311953164,0.0005818245538,0.02391800312,0.0009239120271,0.02458820082,0.0004878867625,0.01230873841,0.0002017917398,0.01813657738
